talemaade_udtryk,predicted_label,true_label,error_category,predicted_definition,true_definition,Discrepancy,yes_count,yes_options,A_response,B_response,C_response,D_response
jokke i spinaten,0,3,random definition,ikke være særlig begavet,utilsigtet sige eller gøre noget dumt,DISCREPANCY,3,"A,B,D",1,1,0,1
en hund i et spil kegler,1,2,random definition,midlertidigt sætte en udvikling i bero,"person, genstand eller lignende der virker fremmed eller malplaceret i en bestemt sammenhæng",DISCREPANCY,2,"B,C",0,1,1,0
ingen kæde er stærkere end det svageste led,1,3,concrete misinterpretation,hvis et led i en kæde er svagt er hele kæden svag,selv det bedste er utilstrækkeligt hvis blot en enkelt detalje er mangelfuld,DISCREPANCY,2,"B,D",0,1,0,1
ondt i håret,0,3,random definition,satse på flere forskellige muligheder samtidig,ondt i hovedet; tømmermænd,DISCREPANCY,2,"A,D",1,0,0,1
brede sig som ringe i vandet,0,1,abstract misinterpretation,forstørre eksponentielt,blive mere og mere omfattende; udvikle sig hurtigt og uimodståeligt,DISCREPANCY,2,"A,B",1,1,0,0
ikke kunne høre hvad man selv tænker,0,1,abstract misinterpretation,have svært ved at tyde sine tanker pga. en psykose,være omgivet af larm eller højrøstet snak så man ikke kan koncentrere sig,DISCREPANCY,3,"A,B,C",1,1,1,0
det muntre køkken,0,3,random definition,uden at man har ydet en indsats eller betalt for noget bestemt; som supplement til det man har fået,"bruges om en ustyrlig, meget livlig og evt. ødelæggende aktivitet eller gruppe af personer",DISCREPANCY,3,"A,B,D",1,1,0,1
smøge ærmerne op,0,2,concrete misinterpretation,lave flere folder på sine (eller andres) ærmer således at håndled og underarme er nøgne,ufortrødent og energisk gå i gang med en (svær) opgave,DISCREPANCY,2,"A,C",1,0,1,0
gå hen over hovedet på nogen,0,1,abstract misinterpretation,påvirke en person i en åndelig eller spirituel retning,ikke blive forstået af nogen,DISCREPANCY,0,,0,0,0,0
nogens hjerte springer et slag over,0,3,random definition,"noget der passer godt med nogens ønsker, hensigter eller meninger","nogen bliver overrumplet af en stærk følelse, fx angst, glæde eller spænding",DISCREPANCY,4,"A,B,C,D",1,1,1,1
"den der gemmer til natten, gemmer til katten",1,2,abstract misinterpretation,det har negativ effekt på den mentale sundhed ikke at fortælle om sine følelser,"hvis man går og gemmer på sine værdier eller lignende til fremtiden, er der risiko for at man aldrig får gavn af dem",DISCREPANCY,3,"B,C,D",0,1,1,1
slå sig på flasken,0,2,abstract misinterpretation,vokse op i et hjem hvor den ene eller begge forældre indtager for meget alkohol,begynde at drikke meget alkohol (regelmæssigt); blive alkoholiker,DISCREPANCY,3,"A,C,D",1,0,1,1
det store dyr i åbenbaringen,0,2,abstract misinterpretation,bruges for at udtrykke når nogen eller noget er af markant bedre kvalitet end andet,"noget som er nyt og anderledes, og som på kort tid har fået stor positiv eller negativ indflydelse inden for et bestemt (fagligt) område",DISCREPANCY,3,"A,B,C",1,1,1,0
gribe i egen barm,0,3,concrete misinterpretation,tage sig til brystet,erkende egne fejl inden man påtaler andres; være selvkritisk,DISCREPANCY,3,"A,C,D",1,0,1,1
ofre noget på kærlighedens alter,0,2,abstract misinterpretation,"miste noget, fx kontakten til sine venner, i forbindelse med en (ulykkelig) forelskelse",give afkald på noget værdifuldt til fordel for kærligheden,DISCREPANCY,2,"A,C",1,0,1,0
spil for galleriet,1,2,abstract misinterpretation,opføre sig på en måde så andre opfatter én som selvoptaget og arrogant,"teatralsk eller hyklerisk optræden, især for at behage nogen",DISCREPANCY,2,"B,C",0,1,1,0
en pind til nogens el. nogets ligkiste,0,3,random definition,holde en mulighed åben,"en medvirkende årsag til en (uheldig, ulykkelig eller uønsket) afslutning på et forløb, en karriere eller lignende",DISCREPANCY,4,"A,B,C,D",1,1,1,1
kun en tåbe frygter ikke havet,1,2,concrete misinterpretation,dumme mennesker er ikke bange for havet,man skal være meget forsigtig når man har med havet at gøre,DISCREPANCY,2,"B,C",0,1,1,0
stille sig på bagbenene,0,3,abstract misinterpretation,være oppe at køre; virkelig glæde sig over noget,være modvillig eller genstridig; (prøve at) forhindre noget,DISCREPANCY,3,"A,B,D",1,1,0,1
slag i bolledejen,1,2,random definition,"når man ikke vil lytte til andres råd, må man selv bære de ubehagelige konsekvenser","energisk, utraditionel og undertiden provokerende fremgangsmåde, handling eller lignende",DISCREPANCY,3,"B,C,D",0,1,1,1
være en spurv i tranedans,1,3,abstract misinterpretation,være klodset og uelegant i sine handlinger,ikke være så fornem som de andre; deltage i noget man ikke er egnet til,DISCREPANCY,3,"B,C,D",0,1,1,1
en klods om benet på nogen,0,1,abstract misinterpretation,noget der stikker til nogens dårlige samvittighed,"person, genstand eller anden omstændighed der gør nogen ufri eller er til besvær",DISCREPANCY,3,"A,B,C",1,1,1,0
toppen af isbjerget,1,3,abstract misinterpretation,en synlig del af noget der ellers ikke kan ses,"en lille del af noget meget større, ofte noget ubehageligt",DISCREPANCY,3,"B,C,D",0,1,1,1
krig på kniven,0,2,random definition,være i en tilstand af stor nydelse eller stor smerte,situation med skærpet konkurrence eller fjendtlighed mellem to parter,DISCREPANCY,2,"A,C",1,0,1,0
"det er mig, sagde hunden",0,1,random definition,"modne og ældre personer (med gråt hår) betragtet som værdifuld arbejdskraft, fx pga. deres erfaring og stabilitet",bruges som bagatelliserende udtryk når man nævner sig selv i en sammenhæng hvor også andre indgår,DISCREPANCY,3,"A,B,D",1,1,0,1
stå med håret i postkassen,0,3,random definition,"bruges for at udtrykke den opfattelse at det er bedre at tage chancer, leve livet fuldt ud og give efter for sine lyster end søge tryghed og faste rammer, også selvom man derved sætter livet på spil og risikerer at dø i en ung alder","være i en problematisk situation hvor man føler sig magtesløs, evt. som følge af at man er blevet skuffet, svigtet eller narret",DISCREPANCY,4,"A,B,C,D",1,1,1,1
smile i skægget,0,3,random definition,gang i noget der har voldt besvær eller været et problem,more sig på en underfundig eller skadefro måde,DISCREPANCY,3,"A,B,D",1,1,0,1
"den der graver en grav for andre, falder selv i den",0,2,concrete misinterpretation,før eller siden falder man ned i den grav man har gravet for en anden,"den person der lægger planer om at narre eller skade en anden, risikerer selv at blive offer for disse planer",DISCREPANCY,2,"A,C",1,0,1,0
lykken står den kække bi,1,2,concrete misinterpretation,en modig person bliver ofte lykkelig,"dristige, frejdige mennesker er ofte også heldige",DISCREPANCY,2,"B,C",0,1,1,0
slå ind på en anden vej,0,3,concrete misinterpretation,følge en anden vej end tidligere,"ændre sin tilgang eller måde at agere på i forhold til et bestemt mål, typisk som reaktion på uventede omstændigheder eller for at opnå bedre resultater",DISCREPANCY,3,"A,B,D",1,1,0,1
støbe kuglerne,1,3,random definition,der dukkede pludselige eller uforudsete forhindringer op,"være den der udtænker, planlægger og styrer udførelsen af en idé",DISCREPANCY,2,"B,D",0,1,0,1
"når katten er ude, spiller musene på bordet",1,2,abstract misinterpretation,"når der ikke umiddelbart er tegn på fare, kan man godt tillade sig at slappe af","undlader man at holde opsyn, fører det til kåd opførsel og uorden",DISCREPANCY,2,"B,C",0,1,1,0
der er løbet meget vand i stranden siden ..,2,3,abstract misinterpretation,mennesker ændrer sig over tid,der er sket meget siden ..; der er gået lang tid siden ..,DISCREPANCY,2,"C,D",0,0,1,1
slå til skaglerne,1,3,abstract misinterpretation,skubbe til noget så det vælter,slå sig løs og more sig,DISCREPANCY,2,"B,D",0,1,0,1
vende og dreje hver femøre,0,3,abstract misinterpretation,være meget nærig; overveje sit pengeforbrug meget nøje,være meget sparsommelig,DISCREPANCY,3,"A,C,D",1,0,1,1
proppe noget ned i halsen på nogen,0,1,abstract misinterpretation,overtale nogen til at gøre noget de ikke har lyst til,påtvinge nogen noget,DISCREPANCY,2,"A,B",1,1,0,0
tale for sin syge moster,0,1,random definition,"være i en tilstand præget af forvirring, ophidselse, travlhed eller hektisk aktivitet","snakke løs for at opnå noget bestemt, fremme sine egne interesser eller lignende",DISCREPANCY,3,"A,B,D",1,1,0,1
til den store guldmedalje,0,3,abstract misinterpretation,i rigelige mængder; i overmål,"energisk, dygtigt eller med held",DISCREPANCY,3,"A,C,D",1,0,1,1
stampe op af jorden,1,3,concrete misinterpretation,stampe med fødderne rundt om en genstand så den lidt efter lidt slipper jordunderlaget,"skaffe eller samle til et bestemt formål, ofte hurtigt eller på vanskelige betingelser",DISCREPANCY,2,"B,D",0,1,0,1
piben får en anden lyd,1,3,random definition,"af alle kræfter; på en indædt, beslutsom eller meget energisk måde","der sker en markant ændring, fx i nogens opførsel eller holdning",DISCREPANCY,3,"B,C,D",0,1,1,1
ikke syv vilde heste kan ..,2,3,concrete misinterpretation,syv vilde heste har ikke evnerne til at ..,absolut intet kan ..,DISCREPANCY,2,"C,D",0,0,1,1
